MorphID,SpID,Sex,N,ExpC,Peso,Acom,TotC,AlCdo,PrfP,AlAnc,AlLgo,Rasp,Rform,WiLo,Wtap,AlArea,ColaL,PataE,TarsL
1521,Amazilia fimbriata,Indefinido,1,9999,4.1,4,23.3,9999,2,9999,54,9999,9999,9999,9999,9999,29,9999,4.8
1522,Amazilia fimbriata,Indefinido,1,9999,5,4.5,23.2,9999,2.2,9999,55,9999,9999,9999,9999,9999,31,9999,4.1
1523,Amazilia fimbriata,Indefinido,1,9999,4.9,4.4,23.5,9999,2.1,9999,52,9999,9999,9999,9999,9999,29,9999,4.3
1524,Amazilia fimbriata,Indefinido,1,9999,5.3,4.7,24.7,9999,2.4,9999,58,9999,9999,9999,9999,9999,30,9999,4
1525,Amazilia fimbriata,Hembra,1,9999,4.8,4.5,23.3,9999,2,9999,53,9999,9999,9999,9999,9999,32,9999,4.3
1526,Amazilia fimbriata,Indefinido,1,9999,5.1,5.5,24.4,9999,2.4,9999,53,9999,9999,9999,9999,9999,30,9999,4
1527,Amazilia fimbriata,Indefinido,1,9999,4.8,4.2,21.1,9999,1.7,9999,53,9999,9999,9999,9999,9999,28,9999,4.4
1528,Amazilia fimbriata,Indefinido,1,9999,4.2,4.6,23.7,9999,3,9999,47,9999,9999,9999,9999,9999,30,9999,4.3
1529,Amazilia fimbriata,Indefinido,1,9999,5,4.2,22.5,9999,19,9999,49.5,9999,9999,9999,9999,9999,30,9999,4.5
1530,Amazilia fimbriata,Indefinido,1,9999,4.6,4.7,24.6,9999,2.2,9999,54,9999,9999,9999,9999,9999,30,9999,3.5
1531,Amazilia fimbriata,Indefinido,1,9999,4.8,4.2,24.4,9999,1.9,9999,52.5,9999,9999,9999,9999,9999,31,9999,4
1532,Amazilia fimbriata,Macho,1,9999,4.2,5,22.7,9999,2.2,9999,55,9999,9999,9999,9999,9999,31,9999,3.7
1533,Amazilia fimbriata,Indefinido,1,9999,5,4.5,23.5,9999,2.1,9999,55,9999,9999,9999,9999,9999,24,9999,3.5
1534,Amazilia fimbriata,Indefinido,1,9999,5.4,4.3,23.7,9999,2.3,9999,54,9999,9999,9999,9999,9999,30,9999,3.8
1535,Amazilia fimbriata,Indefinido,1,9999,4.6,4.3,21.2,9999,1.7,9999,56,9999,9999,9999,9999,9999,31,9999,4.2
1536,Amazilia fimbriata,Indefinido,1,9999,4.5,4.2,21.1,9999,1.7,9999,56,9999,9999,9999,9999,9999,32,9999,4.6
1537,Amazilia fimbriata,Indefinido,1,9999,5.2,4.7,2.2,9999,2.4,9999,57,9999,9999,9999,9999,9999,32,9999,4.2
1538,Amazilia fimbriata,Indefinido,1,9999,4.7,4.8,24.8,9999,2,9999,52,9999,9999,9999,9999,9999,31,9999,4.5
1539,Amazilia fimbriata,Indefinido,1,9999,4.3,4,22.7,9999,2.2,9999,52,9999,9999,9999,9999,9999,30,9999,5.1
1540,Amazilia fimbriata,Indefinido,1,9999,4.4,4.8,24.2,9999,2.2,9999,54,9999,9999,9999,9999,9999,27,9999,4
1541,Amazilia fimbriata,Indefinido,1,9999,4.5,4.9,25.2,9999,1.5,9999,54,9999,9999,9999,9999,9999,33,9999,4.7
1542,Amazilia fimbriata,Indefinido,1,9999,4.2,4.4,23.7,9999,2,9999,49,9999,9999,9999,9999,9999,31,9999,4.2
1543,Amazilia fimbriata,Indefinido,1,9999,4.7,5.2,23.4,9999,2.2,9999,53,9999,9999,9999,9999,9999,31,9999,3.9
1544,Amazilia fimbriata,Indefinido,1,9999,5.3,4.2,22,9999,2.2,9999,54,9999,9999,9999,9999,9999,30,9999,4.6
1545,Amazilia fimbriata,Indefinido,1,9999,4.7,4,22.2,9999,2.3,9999,53,9999,9999,9999,9999,9999,30,9999,4.7
1546,Amazilia fimbriata,Indefinido,1,9999,4.4,4.4,23.7,9999,2.1,9999,52,9999,9999,9999,9999,9999,30,9999,4.3
1547,Amazilia fimbriata,Indefinido,1,9999,4.3,4,23.3,9999,2,9999,53,9999,9999,9999,9999,9999,30,9999,4.7
1548,Amazilia fimbriata,Indefinido,1,9999,4.6,4.9,24.1,9999,2,9999,52,9999,9999,9999,9999,9999,32,9999,4.5
1549,Amazilia fimbriata,Indefinido,1,9999,4.3,4.1,23.6,9999,2.1,9999,52,9999,9999,9999,9999,9999,29,9999,4.9
1550,Amazilia fimbriata,Indefinido,1,9999,4.2,5.3,23,9999,2.2,9999,51,9999,9999,9999,9999,9999,30,9999,4.2
1551,Amazilia fimbriata,Indefinido,1,9999,5.3,4.4,22.7,9999,2,9999,57,9999,9999,9999,9999,9999,31,9999,4.8
1552,Amazilia fimbriata,Macho,1,9999,4.9,4.3,24.4,9999,2,9999,57,9999,9999,9999,9999,9999,32,9999,4.4
1553,Amazilia fimbriata,Indefinido,1,9999,5,4.4,22.5,9999,2,9999,57,9999,9999,9999,9999,9999,32,9999,4.7
1554,Amazilia fimbriata,Indefinido,1,9999,5.4,4.7,24,9999,2.1,9999,53,9999,9999,9999,9999,9999,31,9999,4.1
1555,Amazilia fimbriata,Indefinido,1,9999,4,4.8,22.5,9999,2,9999,54,9999,9999,9999,9999,9999,30,9999,4.3
1556,Amazilia fimbriata,Indefinido,1,9999,4.7,4.7,24.9,9999,2.2,9999,4,9999,9999,9999,9999,9999,30,9999,3.9
1557,Amazilia fimbriata,Indefinido,1,9999,5,4.1,24.2,9999,2.1,9999,55,9999,9999,9999,9999,9999,30,9999,4.4
1558,Amazilia fimbriata,Indefinido,1,9999,4.9,4.3,23.2,9999,2,9999,54,9999,9999,9999,9999,9999,32,9999,4.1
1559,Amazilia fimbriata,Indefinido,1,9999,4.2,5,23.6,9999,2.2,9999,50.5,9999,9999,9999,9999,9999,30,9999,4.6
1560,Amazilia fimbriata,Indefinido,1,9999,9999,4.6,24.2,9999,2,9999,52,9999,9999,9999,9999,9999,30,9999,4.4
1561,Phaethornis squalidus,Indefinido,1,9999,2.9,12.6,26.6,9999,6.6,9999,105,9999,9999,9999,9999,9999,82,9999,27.8
1562,Phaethornis squalidus,Indefinido,1,9999,2.9,5.8,27.3,9999,2.1,9999,45,9999,9999,9999,9999,9999,47,9999,2.8
1563,Phaethornis squalidus,Indefinido,1,9999,2.9,3.7,25.9,9999,2.1,9999,44,9999,9999,9999,9999,9999,45,9999,4.2
1564,Phaethornis squalidus,Macho,1,9999,2.7,3.6,2.83,9999,1.8,9999,42,9999,9999,9999,9999,9999,43,9999,3
1565,Phaethornis squalidus,Indefinido,1,9999,2.7,5.4,26.9,9999,2.5,9999,44,9999,9999,9999,9999,9999,44,9999,3.2
1566,Phaethornis squalidus,Indefinido,1,9999,3.3,5.2,28.6,9999,2.1,9999,45,9999,9999,9999,9999,9999,46,9999,3.6
1567,Phaethornis squalidus,Indefinido,1,9999,3,4.8,28.2,9999,2.1,9999,44,9999,9999,9999,9999,9999,44,9999,2.7
1568,Phaethornis squalidus,Indefinido,1,9999,2.7,3.3,27,9999,2,9999,43,9999,9999,9999,9999,9999,42,9999,3
1569,Phaethornis squalidus,Indefinido,1,9999,2.9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1570,Amazilia versicolor,Hembra,1,9999,3.5,3.6,20.5,9999,1.4,9999,48,9999,9999,9999,9999,9999,9999,9999,3
1571,Phaethornis squalidus,Macho,1,9999,2.9,4.6,26.61,9999,1.8,9999,43,9999,9999,9999,9999,9999,44,9999,3.4
1572,Phaethornis squalidus,Macho,1,9999,3,5.5,27.9,9999,1.7,9999,44,9999,9999,9999,9999,9999,45,9999,3.5
1573,Phaethornis squalidus,Macho,1,9999,2.7,4.1,28.1,9999,1.4,9999,45,9999,9999,9999,9999,9999,47,9999,4.5
1574,Amazilia fimbriata,Hembra,1,9999,4.3,4.9,23.4,9999,1.9,9999,52,9999,9999,9999,9999,9999,29,9999,4.3
1575,Amazilia fimbriata,Indefinido,1,9999,4.8,4.5,23.1,9999,2,9999,55,9999,9999,9999,9999,9999,30,9999,4
1576,Amazilia fimbriata,Indefinido,1,9999,5,4.4,22,9999,2.1,9999,55,9999,9999,9999,9999,9999,31,9999,4.1
1577,Amazilia fimbriata,Indefinido,1,9999,5,5.1,22.6,9999,2.2,9999,54,9999,9999,9999,9999,9999,28,9999,3.7
1578,Amazilia fimbriata,Hembra,1,9999,4.1,4,24.7,9999,2,9999,55,9999,9999,9999,9999,9999,30,9999,4
1579,Amazilia fimbriata,Indefinido,1,9999,5,4.7,21.4,9999,2,9999,56,9999,9999,9999,9999,9999,31,9999,3.9
1580,Amazilia fimbriata,Indefinido,1,9999,5,4.6,22.5,9999,1.7,9999,55,9999,9999,9999,9999,9999,31,9999,4.8
1581,Amazilia fimbriata,Indefinido,1,9999,5.3,4,4.5,9999,2.1,9999,59,9999,9999,9999,9999,9999,33,9999,4
1582,Amazilia fimbriata,Indefinido,1,9999,4.2,4.2,22.8,9999,2.1,9999,54,9999,9999,9999,9999,9999,32,9999,4.5
1583,Phaethornis squalidus,Macho,1,9999,2.8,4.9,28.3,9999,2,9999,44,9999,9999,9999,9999,9999,44,9999,3.8
1584,Chlorestes notata,Macho,1,9999,3.4,4,20.6,9999,1.8,9999,50,9999,9999,9999,9999,9999,30,9999,4.3
1585,Phaethornis squalidus,Indefinido,1,9999,2.5,4.8,25,9999,2,9999,4.2,9999,9999,9999,9999,9999,25,9999,4
1586,Phaethornis squalidus,Indefinido,1,9999,2.5,3.3,27.2,9999,2.1,9999,46,9999,9999,9999,9999,9999,43,9999,4
1587,Amazilia fimbriata,Hembra,1,9999,4,5.1,25.6,9999,2,9999,54,9999,9999,9999,9999,9999,31,9999,4.1
1588,Phaethornis squalidus,Indefinido,1,9999,2.6,3.2,29.8,9999,2.2,9999,45,9999,9999,9999,9999,9999,21,9999,4
1589,Thalurania furcata,Hembra,1,9999,3.7,3.8,24.4,9999,2.1,9999,53,9999,9999,9999,9999,9999,34,9999,3.9
1590,Amazilia fimbriata,Indefinido,1,9999,5.1,4.4,23.6,9999,1.9,9999,58,9999,9999,9999,9999,9999,33,9999,5.2
1591,Chlorestes notata,Hembra,1,9999,3.3,4.2,21.4,9999,1.8,9999,48,9999,9999,9999,9999,9999,28,9999,4.2
1592,Amazilia fimbriata,Indefinido,1,9999,4.4,4.6,24.1,9999,1.7,9999,52,9999,9999,9999,9999,9999,29,9999,5.1
1593,Amazilia fimbriata,Indefinido,1,9999,4.2,4.2,23.9,9999,1.7,9999,53,9999,9999,9999,9999,9999,31,9999,4.2
1594,Phaethornis squalidus,Indefinido,1,9999,2.8,4.4,26.7,9999,1.7,9999,44,9999,9999,9999,9999,9999,37,9999,4.2
1595,Amazilia fimbriata,Indefinido,1,9999,4.7,4.2,21,9999,2.3,9999,56,9999,9999,9999,9999,9999,30,9999,5
1596,Chlorostilbon mellisugus,Hembra,1,9999,2.1,3.7,18.7,9999,1.4,9999,41,9999,9999,9999,9999,9999,23,9999,3.7
1597,Chlorestes notata,Hembra,1,9999,3.2,3.2,15.3,9999,1.3,9999,47,9999,9999,9999,9999,9999,29,9999,4.4
1598,Chlorestes notata,Hembra,1,9999,3,3.5,21,9999,1.6,9999,45,9999,9999,9999,9999,9999,9999,9999,4.3
1599,Adelomyia melanogenys,Indefinido,1,9999,5,4.5,18.4,9999,2.2,9999,50,9999,9999,9999,9999,9999,38.7,9999,4.2
1600,Phaethornis syrmatophorus,Indefinido,1,9999,5.5,4.5,43.1,9999,2.6,9999,63,9999,9999,9999,9999,9999,81.2,9999,3.1
1601,Phaethornis syrmatophorus,Indefinido,1,9999,7,5.8,44.9,9999,2.8,9999,59,9999,9999,9999,9999,9999,69,9999,25
1602,Adelomyia melanogenys,Indefinido,1,9999,5,5.1,18.3,9999,2.1,9999,60,9999,9999,9999,9999,9999,45.1,9999,5.6
1603,Coeligena torquata,Indefinido,1,9999,7,4.4,39.6,9999,2.5,9999,75,9999,9999,9999,9999,9999,44.2,9999,5
1604,Adelomyia melanogenys,Indefinido,1,9999,4,4.1,17.2,9999,2,9999,61,9999,9999,9999,9999,9999,45.2,9999,6
1605,Adelomyia melanogenys,Indefinido,1,9999,4,4.6,18.5,9999,2,9999,60,9999,9999,9999,9999,9999,37.2,9999,5.2
1606,Phaethornis syrmatophorus,Indefinido,1,9999,6,5.5,41.6,9999,2.7,9999,64,9999,9999,9999,9999,9999,73.5,9999,4.3
1607,Adelomyia melanogenys,Indefinido,1,9999,5,6.3,17.9,9999,2.5,9999,60,9999,9999,9999,9999,9999,38.1,9999,5.6
1608,Adelomyia melanogenys,Indefinido,1,9999,5,5.9,16.2,9999,2,9999,53,9999,9999,9999,9999,9999,35.6,9999,4.5
1609,Adelomyia melanogenys,Indefinido,1,9999,5,4.1,18.4,9999,1.6,9999,54,9999,9999,9999,9999,9999,37.8,9999,5.2
1610,Adelomyia melanogenys,Indefinido,1,9999,4,4.9,17.8,9999,19,9999,53,9999,9999,9999,9999,9999,34.9,9999,5.3
1611,Heliangelus exortis,Hembra,1,9999,5,4.4,19.3,9999,2.1,9999,66,9999,9999,9999,9999,9999,41.5,9999,5.3
1612,Heliangelus exortis,Indefinido,1,9999,5,5.1,19.8,9999,1.9,9999,61,9999,9999,9999,9999,9999,39.8,9999,5.2
1613,Phaethornis syrmatophorus,Indefinido,1,9999,6,6.9,43.5,9999,2.3,9999,67,9999,9999,9999,9999,9999,74.2,9999,5.6
1614,Phaethornis syrmatophorus,Indefinido,1,9999,7,6.8,45.6,9999,2.4,9999,66,9999,9999,9999,9999,9999,76.1,9999,6
1615,Adelomyia melanogenys,Indefinido,1,9999,5,5.3,18.4,9999,2.3,9999,51,9999,9999,9999,9999,9999,36.6,9999,6.1
1616,Haplophaedia aureliae,Indefinido,1,9999,4,5.3,20.3,9999,1.6,9999,55,9999,9999,9999,9999,9999,9999,9999,6.2
1617,Coeligena coeligena,Macho,1,9999,7,6.1,32.1,9999,2.2,9999,76,9999,9999,9999,9999,9999,47.6,9999,4.1
1618,Adelomyia melanogenys,Hembra,1,9999,5,4.5,17.1,9999,2.1,9999,54,9999,9999,9999,9999,9999,65.1,9999,3.3
1619,Adelomyia melanogenys,Indefinido,1,9999,5,5,18.2,9999,1.6,9999,55,9999,9999,9999,9999,9999,35.2,9999,4.5
1620,Phaethornis syrmatophorus,Indefinido,1,9999,6,6.5,46.8,9999,3,9999,62,9999,9999,9999,9999,9999,75,9999,3.6
1621,Coeligena coeligena,Indefinido,1,9999,6,4.1,34.5,9999,2.6,9999,70,9999,9999,9999,9999,9999,43.8,9999,5.5
1622,Haplophaedia aureliae,Macho,1,9999,5,4.6,20.3,9999,1.8,9999,61,9999,9999,9999,9999,9999,36.1,9999,5
1623,Haplophaedia aureliae,Indefinido,1,9999,5,4.2,20.1,9999,1.9,9999,56,9999,9999,9999,9999,9999,31.3,9999,5.1
1624,Phaethornis syrmatophorus,Indefinido,1,9999,6,5.7,44.1,9999,2.6,9999,60,9999,9999,9999,9999,9999,62.3,9999,5.1
1625,Phaethornis syrmatophorus,Indefinido,1,9999,6,5.1,42.8,9999,2.9,9999,63,9999,9999,9999,9999,9999,76.8,9999,4.4
1626,Adelomyia melanogenys,Indefinido,1,9999,5,5.1,17.6,9999,2.1,9999,65,9999,9999,9999,9999,9999,37.4,9999,4.3
1627,Adelomyia melanogenys,Indefinido,1,9999,4,4.4,17.7,9999,2,9999,54,9999,9999,9999,9999,9999,34,9999,3.9
1628,Phaethornis syrmatophorus,Indefinido,1,9999,7,6.3,43.2,9999,2.4,9999,65,9999,9999,9999,9999,9999,76.6,9999,4.7
1629,Adelomyia melanogenys,Indefinido,1,9999,6,4.5,17.2,9999,1.9,9999,53,9999,9999,9999,9999,9999,9999,9999,4.6
1630,Adelomyia melanogenys,Indefinido,1,9999,4,4.3,17.3,9999,1.9,9999,56,9999,9999,9999,9999,9999,35.7,9999,6
1631,Phaethornis syrmatophorus,Indefinido,1,9999,6,7,42.6,9999,2.6,9999,65,9999,9999,9999,9999,9999,75.1,9999,6
1632,Phaethornis syrmatophorus,Indefinido,1,9999,6,5.6,49,9999,2.8,9999,66,9999,9999,9999,9999,9999,76.5,9999,4.5
1633,Adelomyia melanogenys,Indefinido,1,9999,4,4.5,16.7,9999,2.1,9999,60,9999,9999,9999,9999,9999,37.7,9999,5.5
1634,Adelomyia melanogenys,Indefinido,1,9999,6,3.1,17.6,9999,2.3,9999,60,9999,9999,9999,9999,9999,40,9999,6.1
1635,Coeligena coeligena,Indefinido,1,9999,9,5.2,33,9999,2.8,9999,79,9999,9999,9999,9999,9999,47.1,9999,4.4
1636,Adelomyia melanogenys,Indefinido,1,9999,6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1637,Heliodoxa rubinoides,Hembra,1,9999,10,5.8,28,9999,3,9999,68,9999,9999,9999,9999,9999,35.6,9999,6.4
1638,Heliodoxa rubinoides,Indefinido,1,9999,9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1639,Coeligena coeligena,Indefinido,1,9999,9,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1640,Schistes geoffroyi,Hembra,1,9999,5,5,17.1,9999,2,9999,55,9999,9999,9999,9999,9999,31.9,9999,4.5
1641,Adelomyia melanogenys,Indefinido,1,9999,6,4.5,15.8,9999,2,9999,60,9999,9999,9999,9999,9999,35.4,9999,4.7
1642,Schistes geoffroyi,Indefinido,1,9999,4,4.8,17.2,9999,2.4,9999,56,9999,9999,9999,9999,9999,9999,9999,3.5
1643,Heliodoxa rubinoides,Indefinido,1,9999,10,7.1,27.5,9999,2.4,9999,67,9999,9999,9999,9999,9999,35.2,9999,5.5
1644,Adelomyia melanogenys,Indefinido,1,9999,6,4.3,18,9999,1.8,9999,67,9999,9999,9999,9999,9999,9999,9999,4
1645,Phaethornis syrmatophorus,Indefinido,1,9999,8,6,45.2,9999,2.3,9999,62,9999,9999,9999,9999,9999,70,9999,5.1
1646,Ocreatus underwoodii,Hembra,1,9999,6,4.7,15.3,9999,1.5,9999,41,9999,9999,9999,9999,9999,31.2,9999,3.2
1647,Phaethornis anthophilus,Hembra,1,9999,5,5.2,34.5,9999,1.8,9999,52,9999,9999,9999,9999,9999,55,9999,4.9
1648,Phaethornis anthophilus,Indefinido,1,9999,5,4.4,35.8,9999,2.1,9999,60,9999,9999,9999,9999,9999,59,9999,4.1
1649,Phaethornis anthophilus,Macho,1,9999,5,4.3,37,9999,2.4,9999,55,9999,9999,9999,9999,9999,58,9999,4.5
1650,Phaethornis anthophilus,Indefinido,1,9999,4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1651,Heliangelus exortis,Indefinido,1,9999,4.7,4,18.4,9999,1.5,9999,64,9999,9999,9999,9999,9999,44,9999,4.2
1652,Heliangelus exortis,Indefinido,1,9999,4.2,4.2,18.7,9999,1.6,9999,58,9999,9999,9999,9999,9999,40,9999,4.3
1653,Heliangelus exortis,Indefinido,1,9999,4.3,4.2,19,9999,1.7,9999,53,9999,9999,9999,9999,9999,22,9999,4.4
1654,Adelomyia melanogenys,Indefinido,1,9999,4.5,4,16.1,9999,1.9,9999,53,9999,9999,9999,9999,9999,34,9999,5.4
1655,Heliangelus exortis,Indefinido,1,9999,4.9,3.5,17.7,9999,1.4,9999,61,9999,9999,9999,9999,9999,44,9999,4.4
1656,Lafresnaya lafresnayi,Indefinido,1,9999,4.6,3.8,31.6,9999,1.4,9999,59,9999,9999,9999,9999,9999,38,9999,3.8
1657,Heliangelus exortis,Indefinido,1,9999,4,3.9,18.7,9999,1.7,9999,55,9999,9999,9999,9999,9999,40,9999,4.4
1658,Heliangelus exortis,Indefinido,1,9999,4.7,3.5,18.6,9999,1.8,9999,63,9999,9999,9999,9999,9999,52,9999,5.2
1659,Coeligena torquata,Hembra,1,9999,6.4,4.3,36.2,9999,2.2,9999,72,9999,9999,9999,9999,9999,44,9999,4.6
1660,Heliangelus exortis,Indefinido,1,9999,4.4,4.1,18.7,9999,1.8,9999,57,9999,9999,9999,9999,9999,42,9999,4.4
1661,Metallura tyrianthina,Hembra,1,9999,3.1,3.7,13.2,9999,1.4,9999,48,9999,9999,9999,9999,9999,30,9999,4.4
1662,Heliangelus exortis,Hembra,1,9999,4.3,4.1,18.2,9999,1.2,9999,57,9999,9999,9999,9999,9999,42,9999,5.1
1663,Heliangelus exortis,Macho,1,9999,4.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1664,Heliangelus exortis,Macho,1,9999,4.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1665,Boissonneaua flavescens,Indefinido,1,9999,8.5,4.2,21.6,9999,2.1,9999,76,9999,9999,9999,9999,9999,55,9999,5.3
1666,Heliangelus exortis,Macho,1,9999,4.5,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1667,Heliangelus exortis,Macho,1,9999,4.5,3.7,18,9999,1.4,9999,62,9999,9999,9999,9999,9999,42,9999,4.4
1668,Coeligena torquata,Macho,1,9999,7.3,4.2,35.2,9999,1.8,9999,76,9999,9999,9999,9999,9999,51,9999,4.5
1669,Heliangelus exortis,Macho,1,9999,5.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1670,Coeligena torquata,Hembra,1,9999,7.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1671,Phaethornis syrmatophorus,Indefinido,1,9999,5.1,4,43.3,9999,2.4,9999,57,9999,9999,9999,9999,9999,75,9999,4.5
1672,Heliangelus exortis,Macho,1,9999,4.8,3.2,18.8,9999,1.7,9999,64,9999,9999,9999,9999,9999,47,9999,4.8
1673,Ensifera ensifera,Macho,1,9999,10,5.9,86.4,9999,1.9,9999,75,9999,9999,9999,9999,9999,62,9999,5.4
1674,Coeligena torquata,Macho,1,9999,7.3,5,37.7,9999,2.1,9999,73,9999,9999,9999,9999,9999,45,9999,5.1
1675,Heliangelus exortis,Macho,1,9999,4.5,4.2,18.6,9999,1.4,9999,61,9999,9999,9999,9999,9999,48,9999,4.7
1676,Lafresnaya lafresnayi,Hembra,1,9999,4.5,3.8,41,9999,1.7,9999,60,9999,9999,9999,9999,9999,39,9999,5
1677,Coeligena torquata,Macho,1,9999,6.5,4.4,37,9999,1.8,9999,71,9999,9999,9999,9999,9999,37,9999,5
1678,Heliangelus exortis,Macho,1,9999,4.9,3.6,19.3,9999,1.8,9999,63,9999,9999,9999,9999,9999,43,9999,5.1
1679,Opisthoprora euryptera,Hembra,1,9999,5.5,3.8,18.3,9999,1.7,9999,60,9999,9999,9999,9999,9999,44,9999,5.7
1680,Coeligena torquata,Indefinido,1,9999,6.2,3.7,38.7,9999,2.2,9999,66,9999,9999,9999,9999,9999,44,9999,5
1681,Metallura tyrianthina,Hembra,1,9999,3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1682,Metallura tyrianthina,Macho,1,9999,3.5,3.6,14.3,9999,1.3,9999,57,9999,9999,9999,9999,9999,41,9999,4.5
1683,Heliangelus exortis,Macho,1,9999,4.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1684,Boissonneaua flavescens,Macho,1,9999,9999,4.8,22,9999,1.8,9999,75,9999,9999,9999,9999,9999,52,9999,5.3
1685,Coeligena torquata,Macho,1,9999,6.3,4.6,37.5,9999,1.9,9999,72,9999,9999,9999,9999,9999,48,9999,4.5
1686,Heliangelus exortis,Macho,1,9999,4.2,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1687,Opisthoprora euryptera,Hembra,1,9999,5.5,3.7,18.8,9999,1.8,9999,58,9999,9999,9999,9999,9999,44,9999,5
1688,Heliangelus exortis,Macho,1,9999,4.8,4.3,20.6,9999,1.8,9999,62,9999,9999,9999,9999,9999,47,9999,4.6
1689,Heliangelus exortis,Macho,1,9999,4.8,5,19.8,9999,1.7,9999,64,9999,9999,9999,9999,9999,46,9999,4.8
1690,Phaethornis syrmatophorus,Indefinido,1,9999,5.6,5.1,45.2,9999,2.5,9999,62,9999,9999,9999,9999,9999,74,9999,4.8
1691,Heliangelus exortis,Macho,1,9999,4.7,4,19.5,9999,1.8,9999,58,9999,9999,9999,9999,9999,40,9999,4.9
1692,Heliangelus exortis,Macho,1,9999,5.4,4.4,18,9999,2.6,9999,63,9999,9999,9999,9999,9999,46,9999,5.1
1693,Phaethornis syrmatophorus,Indefinido,1,9999,5.5,5.3,44.6,9999,2.2,9999,61,9999,9999,9999,9999,9999,75,9999,3.6
1694,Lafresnaya lafresnayi,Indefinido,1,9999,4.9,4.4,31.9,9999,1.8,9999,9999,9999,9999,9999,9999,9999,9999,9999,4.1
1695,Heliangelus exortis,Macho,1,9999,5,4.4,19.5,9999,1.9,9999,58,9999,9999,9999,9999,9999,39,9999,5.2
1696,Phaethornis syrmatophorus,Indefinido,1,9999,5.4,5.4,45.1,9999,2.6,9999,57,9999,9999,9999,9999,9999,40,9999,4.7
1697,Adelomyia melanogenys,Indefinido,1,9999,3.7,4,17.5,9999,1.8,9999,49,9999,9999,9999,9999,9999,33,9999,5.5
1698,Heliangelus exortis,Indefinido,1,9999,5,4.2,17.6,9999,2,9999,64,9999,9999,9999,9999,9999,45,9999,4.6
1699,Coeligena torquata,Hembra,1,9999,6.4,4.9,36,9999,2.4,9999,72,9999,9999,9999,9999,9999,46,9999,4.3
1700,Adelomyia melanogenys,Indefinido,1,9999,4.4,4.1,17.2,9999,1.7,9999,55,9999,9999,9999,9999,9999,38,9999,5.7
1701,Coeligena torquata,Hembra,1,9999,6.1,5,35.5,9999,2,9999,68,9999,9999,9999,9999,9999,43,9999,4.8
1702,Adelomyia melanogenys,Macho,1,9999,4.3,4.1,17.8,9999,1.9,9999,56,9999,9999,9999,9999,9999,41,9999,5.7
1703,Coeligena torquata,Macho,1,9999,8.1,4.3,36,9999,1.8,9999,73,9999,9999,9999,9999,9999,47,9999,5.4
1704,Eriocnemis derbyi,Macho,1,9999,4.7,3.7,23.7,9999,1.7,9999,58,9999,9999,9999,9999,9999,37,9999,4.1
1705,Boissonneaua flavescens,Hembra,1,9999,7,5.1,21.9,9999,2.1,9999,71,9999,9999,9999,9999,9999,44,9999,7
1706,Heliangelus exortis,Macho,1,9999,4.3,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1707,Coeligena coeligena,Hembra,1,9999,6.6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
1708,Metallura tyrianthina,Indefinido,1,9999,3.5,3.3,13.1,9999,1.4,9999,55,9999,9999,9999,9999,9999,38,9999,4.9
1709,Campylopterus falcatus,Macho,1,9999,7.8,4.7,26.1,9999,2.3,9999,67,9999,9999,9999,9999,9999,48,9999,5.5
1710,Lafresnaya lafresnayi,Hembra,1,9999,4.4,4.5,33.2,9999,1.7,9999,60,9999,9999,9999,9999,9999,42,9999,6
1711,Heliangelus exortis,Macho,1,9999,4.4,4.6,19.2,9999,1.3,9999,59,9999,9999,9999,9999,9999,40,9999,4.6
1712,Phaethornis syrmatophorus,Macho,1,9999,5.5,5.4,45.4,9999,2.7,9999,60,9999,9999,9999,9999,9999,73,9999,4.6
1713,Heliangelus exortis,Macho,1,9999,5.9,3.7,19.4,9999,2.1,9999,64,9999,9999,9999,9999,9999,47,9999,5.8
1714,Coeligena torquata,Hembra,1,9999,6.8,5,38.4,9999,2,9999,72,9999,9999,9999,9999,9999,45,9999,4.4
1715,Adelomyia melanogenys,Indefinido,1,9999,3.4,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
